id,recipe,link,imgLink,subCatId
R00347,Asparagus Mushroom Bacon Crustless Quiche,https://www.allrecipes.com/recipe/231244/asparagus-mushroom-bacon-crustless-quiche/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F971958.jpg,SC011
R00348,Spinach Quiche with Chicken,https://www.allrecipes.com/recipe/228592/spinach-quiche-with-chicken/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F880904.jpg,SC011
R00349,Waffles I,https://www.allrecipes.com/recipe/22180/waffles-i/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2021%2F04%2F07%2FWaffles-I.jpg,SC012
R00350,Classic Waffles,https://www.allrecipes.com/recipe/20513/classic-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2022%2F03%2F09%2F20513-classic-waffles-mfs-023.jpg,SC012
R00351,Whole Grain Waffles,https://www.allrecipes.com/recipe/88309/whole-grain-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F633609.jpg,SC012
R00352,Tender and Easy Buttermilk Waffles,https://www.allrecipes.com/recipe/233920/tender-and-easy-buttermilk-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1120266.jpg,SC012
R00353,Mom's Best Waffles,https://www.allrecipes.com/recipe/25220/moms-best-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F280130.jpg,SC012
R00354,Whole Wheat Oat Waffles,https://www.allrecipes.com/recipe/229356/whole-wheat-oat-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1010040.jpg,SC012
R00355,Emma's Belgian Waffles,https://www.allrecipes.com/recipe/23390/emmas-belgian-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1752326.jpg,SC012
R00356,Buttermilk Prairie Waffles,https://www.allrecipes.com/recipe/236694/buttermilk-prairie-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2424019.jpg,SC012
R00357,Lemon-Ricotta Cornmeal Waffles,https://www.allrecipes.com/recipe/274974/lemon-ricotta-cornmeal-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6879705.jpg,SC012
R00358,Chaffles with Almond Flour,https://www.allrecipes.com/recipe/278328/chaffles-with-almond-flour/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7618556.jpg,SC012
R00359,Liege Belgian Waffles with Pearl Sugar,https://www.allrecipes.com/recipe/213251/liege-belgian-waffles-with-pearl-sugar/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F470854.jpg,SC012
R00360,Cinnamon Roll Waffles,https://www.allrecipes.com/recipe/240386/cinnamon-roll-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2435188.jpg,SC012
R00361,Bananas Foster Belgian Waffles,https://www.allrecipes.com/recipe/165384/bananas-foster-belgian-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2021%2F11%2F04%2Fimage-322.jpg,SC012
R00362,Sam's Sourdough Waffles,https://www.allrecipes.com/recipe/246917/sams-sourdough-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4481488.jpg,SC012
R00363,Chaffles with Almond Flour,https://www.allrecipes.com/recipe/278328/chaffles-with-almond-flour/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7618556.jpg,SC012
R00364,Norwegian Waffles,https://www.allrecipes.com/recipe/55065/norwegian-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2549306.jpg,SC012
R00365,Banana Waffles,https://www.allrecipes.com/recipe/21271/banana-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6771293.jpg,SC012
R00366,Almond Flour Waffles,https://www.allrecipes.com/recipe/110926/almond-flour-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4546539.jpg,SC012
R00367,Waffles II,https://www.allrecipes.com/recipe/22183/waffles-ii/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1001712.jpg,SC012
R00368,Homemade Waffles,https://www.allrecipes.com/recipe/275740/homemade-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4433401.jpg,SC012
R00369,Pumpkin Waffles with Apple Cider Syrup,https://www.allrecipes.com/recipe/65691/pumpkin-waffles-with-apple-cider-syrup/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F493193.jpg,SC012
R00370,Zucchini Waffles (Green Waffles),https://www.allrecipes.com/recipe/254805/zucchini-waffles-green-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3810401.jpg,SC012
R00371,Cinnamon Roll Waffles,https://www.allrecipes.com/recipe/240386/cinnamon-roll-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2435188.jpg,SC012
R00372,Whole Grain Waffles,https://www.allrecipes.com/recipe/88309/whole-grain-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F633609.jpg,SC012
R00373,Emma's Belgian Waffles,https://www.allrecipes.com/recipe/23390/emmas-belgian-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1752326.jpg,SC012
R00374,Chaffles,https://www.allrecipes.com/recipe/278458/chaffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7666385.jpg,SC012
R00375,Strawberry Waffles,https://www.allrecipes.com/recipe/237219/strawberry-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1119130.jpg,SC012
R00376,Easy Malted Waffles,https://www.allrecipes.com/recipe/240590/easy-malted-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1974674.jpg,SC012
R00377,Carol's Cinnamon Waffles,https://www.allrecipes.com/recipe/220191/carols-cinnamon-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F804262.jpg,SC012
R00378,Protein Waffles,https://www.allrecipes.com/recipe/241252/protein-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3479253.jpg,SC012
R00379,Healthy Multigrain Chia Waffles,https://www.allrecipes.com/recipe/239077/healthy-multigrain-chia-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4476166.jpg,SC012
R00380,Puff Pastry Waffles,https://www.allrecipes.com/recipe/246512/puff-pastry-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3374022.jpg,SC012
R00381,Brown Sugar Bacon Waffles,https://www.allrecipes.com/recipe/202674/brown-sugar-bacon-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3598082.jpg,SC012
R00382,Banana Egg Waffles,https://www.allrecipes.com/recipe/235675/banana-egg-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1087545.jpg,SC012
R00383,Savory Herb Waffles,https://www.allrecipes.com/recipe/46291/savory-herb-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3524232.jpg,SC012
R00384,Gluten-Free Waffles,https://www.allrecipes.com/recipe/239606/gluten-free-waffles/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1538451.jpg,SC012
R00385,Apple Curry Turkey Pita,https://www.allrecipes.com/recipe/99873/apple-curry-turkey-pita/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3087557.jpg,SC013
R00386,Greek Farro Salad,https://www.allrecipes.com/recipe/244326/greek-farro-salad/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2406847.jpg,SC013
R00387,California Melt,https://www.allrecipes.com/recipe/60037/california-melt/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2022%2F03%2F31%2F60037-california-melt-natasha-titanov-1x1-1.jpg,SC013
R00388,BBQ Tuna Fritters,https://www.allrecipes.com/recipe/91478/bbq-tuna-fritters/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4557217.jpg,SC013
R00389,Refreshing Lentil Salad,https://www.allrecipes.com/recipe/215280/refreshing-lentil-salad/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F691198.jpg,SC013
R00390,Green Bean and Potato Salad,https://www.allrecipes.com/recipe/83637/green-bean-and-potato-salad/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3851835.jpg,SC013
R00391,Slow Cooker Spicy Black-Eyed Peas,https://www.allrecipes.com/recipe/142892/slow-cooker-spicy-black-eyed-peas/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1071417.jpg,SC013
R00392,The Best Vegetable Salad,https://www.allrecipes.com/recipe/141314/the-best-vegetable-salad/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F952228.jpg,SC013
R00393,Lemon Chicken Orzo Soup,https://www.allrecipes.com/recipe/233968/lemon-chicken-orzo-soup/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1052559.jpg,SC013
R00394,Healthier Sloppy Joes II,https://www.allrecipes.com/recipe/222119/healthier-sloppy-joes-ii/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F876321.jpg,SC013
R00395,Raw Beet Salad,https://www.allrecipes.com/recipe/241407/raw-beet-salad/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2113748.jpg,SC013
R00396,Best Bean Salad,https://www.allrecipes.com/recipe/94055/best-bean-salad/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1081224.jpg,SC013
R00397,Grilled Fish Tacos with Chipotle-Lime Dressing,https://www.allrecipes.com/recipe/142614/grilled-fish-tacos-with-chipotle-lime-dressing/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F374569.jpg,SC013
R00398,Warm Dijon Potato Salad,https://www.allrecipes.com/recipe/228116/warm-dijon-potato-salad/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F935331.jpg,SC013
R00399,Onigiri - Japanese Rice Balls,https://www.allrecipes.com/recipe/140422/onigiri-japanese-rice-balls/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F852429.jpg,SC013
R00400,Grilled Corn Salad,https://www.allrecipes.com/recipe/214934/grilled-corn-salad/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1480605.jpg,SC013
R00401,Quick Artichoke Pasta Salad,https://www.allrecipes.com/recipe/16506/quick-artichoke-pasta-salad/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8531494.jpg,SC013
R00402,Taco Slaw,https://www.allrecipes.com/recipe/215030/taco-slaw/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5397998.jpg,SC013
R00403,Sopa de Fideos,https://www.allrecipes.com/recipe/217935/sopa-de-fideos/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7026905.jpg,SC013
R00404,Grilled Peanut Butter and Banana Sandwich,https://www.allrecipes.com/recipe/92486/grilled-peanut-butter-and-banana-sandwich/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F338144.jpg,SC013
R00405,Quick Potato Salad,https://www.allrecipes.com/recipe/160623/quick-potato-salad/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F848870.jpg,SC013
R00406,Slow Cooker Ham and Beans,https://www.allrecipes.com/recipe/157825/slow-cooker-ham-and-beans/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F592321.jpg,SC013
R00407,Summer Cucumber Jicama Salad,https://www.allrecipes.com/recipe/238655/summer-cucumber-jicama-salad/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9274061.jpg,SC013
R00408,Mexican Bean and Rice Salad,https://www.allrecipes.com/recipe/188444/mexican-bean-and-rice-salad/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8206885.jpg,SC013
R00409,Bread Machine Pumpernickel Bread,https://www.allrecipes.com/recipe/80663/bread-machine-pumpernickel-bread/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4424449.jpg,SC013
R00410,Turkey Veggie Meatloaf Cups,https://www.allrecipes.com/recipe/216688/turkey-veggie-meatloaf-cups/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4556887.jpg,SC013
R00411,Berry Fruit Salad,https://www.allrecipes.com/recipe/215472/berry-fruit-salad/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9155453.jpg,SC013
R00412,Cranberry and Cilantro Quinoa Salad,https://www.allrecipes.com/recipe/217051/cranberry-and-cilantro-quinoa-salad/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1081167.jpg,SC013
R00413,Espinacas con Garbanzos (Spinach with Garbanzo Beans),https://www.allrecipes.com/recipe/161535/espinacas-con-garbanzos-spinach-with-garbanzo-beans/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F696447.jpg,SC013
R00414,Pressure Cooker Black Beans,https://www.allrecipes.com/recipe/235827/pressure-cooker-black-beans/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5366415.jpg,SC013
R00415,Schwabischer Kartoffelsalat (German Potato Salad - Swabian-Style),https://www.allrecipes.com/recipe/221344/schwabischer-kartoffelsalat-german-potato-salad-swabian-style/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9420862.jpg,SC013
R00416,Spiced Slow Cooker Applesauce,https://www.allrecipes.com/recipe/149218/spiced-slow-cooker-applesauce/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F277498.jpg,SC013
R00417,Ukrainian Salat Vinaigrette (Beet Salad),https://www.allrecipes.com/recipe/214756/ukrainian-salat-vinaigrette-beet-salad/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1121568.jpg,SC013
R00418,Marinated Black-Eyed Pea Salad,https://www.allrecipes.com/recipe/128885/marinated-black-eyed-pea-salad/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1010958.jpg,SC013
R00419,Okra with Tomatoes,https://www.allrecipes.com/recipe/143249/okra-with-tomatoes/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F679325.jpg,SC013
R00420,Freezer Slaw,https://www.allrecipes.com/recipe/234655/freezer-slaw/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2376098.jpg,SC013
R00421,Delicious Egg Salad for Sandwiches,https://www.allrecipes.com/recipe/147103/delicious-egg-salad-for-sandwiches/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2020%2F05%2F20%2F191517.jpg,SC014
R00422,Reuben Sandwich II,https://www.allrecipes.com/recipe/47717/reuben-sandwich-ii/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1340290.jpg,SC014
R00423,Chicago-Inspired Italian Beef Sandwich,https://www.allrecipes.com/recipe/236322/chicago-inspired-italian-beef-sandwich/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1100724.jpg,SC014
R00424,Super-Easy Pulled Pork Sandwiches,https://www.allrecipes.com/recipe/235378/super-easy-pulled-pork-sandwiches/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1180586.jpg,SC014
R00425,Sensational Steak Sandwich,https://www.allrecipes.com/recipe/87111/sensational-steak-sandwich/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F456731.jpg,SC014
R00426,Vietnamese Sandwich,https://www.allrecipes.com/recipe/82116/vietnamese-sandwich/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2303778.jpg,SC014
R00427,Classic Cuban Midnight (Medianoche) Sandwich,https://www.allrecipes.com/recipe/43945/classic-cuban-midnight-medianoche-sandwich/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1878913.jpg,SC014
R00428,Cucumber Sandwiches III,https://www.allrecipes.com/recipe/52112/cucumber-sandwiches-iii/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F688737.jpg,SC014
R00429,How to Make a Tuna Melt,https://www.allrecipes.com/recipe/234676/how-to-make-a-tuna-melt/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6434002.jpg,SC014
R00430,BLT,https://www.allrecipes.com/recipe/209578/blt/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4543157.jpg,SC014
R00431,Meatball Sandwich,https://www.allrecipes.com/recipe/90321/meatball-sandwich/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2020%2F05%2F20%2F2601802.jpg,SC014
R00432,Easy French Dip Sandwiches,https://www.allrecipes.com/recipe/136476/easy-french-dip-sandwiches/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2020%2F11%2F09%2FScreen-Shot-2020-11-09-at-10.37.32-AM.png,SC014
R00433,Slow Cooker Italian Beef for Sandwiches,https://www.allrecipes.com/recipe/16427/slow-cooker-italian-beef-for-sandwiches/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2020%2F09%2F11%2F178087.jpg,SC014
R00434,Air Fryer Grilled Cheese with Mayo,https://www.allrecipes.com/recipe/8381229/air-fryer-grilled-cheese-sandwich-with-mayo/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2022%2F04%2F19%2FAir-Fryer-Grilled-Cheese-Sandwich-1-by-1.jpg,SC014
R00435,Cinnamon-Raisin Peanut Butter Sandwich,https://www.allrecipes.com/recipe/88394/cinnamon-raisin-peanut-butter-sandwich/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2022%2F04%2F27%2FCinnamon-Raisin-Peanut-Butter-Sandwich-Tammy-Lynn-1-in-1.jpg,SC014
R00436,Homemade Sloppy Joes,https://www.allrecipes.com/recipe/220182/homemade-sloppy-joes/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2022%2F05%2F19%2F8057179-homemade-sloppy-joes-Toni-DeSantis-1x1-1.jpg,SC014
R00437,Philly Steak Sandwich,https://www.allrecipes.com/recipe/36621/philly-steak-sandwich/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2020%2F09%2F15%2F1100227.jpg,SC014
R00438,Chicago-Style Hot Dog,https://www.allrecipes.com/recipe/134483/chicago-style-hot-dog/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2373328.jpg,SC014
R00439,Sloppy Joe Sandwiches,https://www.allrecipes.com/recipe/222594/sloppy-joe-sandwiches/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2296596.jpg,SC014
R00440,English Tea Cucumber Sandwiches,https://www.allrecipes.com/recipe/220775/english-tea-cucumber-sandwiches/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F825817.jpg,SC014
R00441,Easy Slow Cooker French Dip,https://www.allrecipes.com/recipe/16239/easy-slow-cooker-french-dip/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2015%2F09%2F10316_Easy-Slow-Cooker-French-Dip_16239_Photo-by-DawnF-1.jpg,SC014
R00442,Grilled Chicken Pineapple Sliders,https://www.allrecipes.com/recipe/217271/grilled-chicken-pineapple-sliders/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F658719.jpg,SC014
R00443,Monte Cristo Sandwich,https://www.allrecipes.com/recipe/20803/monte-cristo-sandwich/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4728363.jpg,SC014
R00444,Air Fryer Grilled Cheese,https://www.allrecipes.com/recipe/8381341/air-fryer-grilled-cheese/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2022%2F04%2F19%2FAir-Fryer-Grilled-Cheese-Yoly-1-by-1.jpg,SC014
R00445,Slow Cooker Buffalo Chicken Sandwiches,https://www.allrecipes.com/recipe/176132/slow-cooker-buffalo-chicken-sandwiches/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2017%2F04%2F494617_Slow-Cooker-Buffalo-Chicken-Sandwiches_Photo-by-Soup-Loving-Nicole-resize.jpg,SC014
R00446,How to Make a Tuna Melt,https://www.allrecipes.com/recipe/234676/how-to-make-a-tuna-melt/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6434002.jpg,SC014
R00447,Cucumber Sandwich,https://www.allrecipes.com/recipe/18003/cucumber-sandwich/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2574910.jpg,SC014
R00448,Traditional Gyros,https://www.allrecipes.com/recipe/240559/traditional-gyros/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1910259.jpg,SC014
R00449,The Original Donair From the East Coast of Canada,https://www.allrecipes.com/recipe/211191/the-original-donair-from-the-east-coast-of-canada/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2242400.jpg,SC014
R00450,Sloppy Joe Mamas,https://www.allrecipes.com/recipe/236917/sloppy-joe-mamas/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1110980.jpg,SC014
R00451,Avocado Breakfast Sandwich,https://www.allrecipes.com/recipe/258099/avocado-breakfast-sandwich/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4520479.jpg,SC014
